model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,1161,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.1099; blocks.4.ln1_post.hook_normalized:0.0620; blocks.6.ln1_post.hook_normalized:0.0618; blocks.19.ln1_post.hook_normalized:-0.0505; blocks.11.ln2_post.hook_normalized:0.0474; blocks.3.ln2_post.hook_normalized:-0.0449; blocks.4.ln2_post.hook_normalized:0.0410; blocks.20.ln2_post.hook_normalized:0.0405; blocks.2.ln2_post.hook_normalized:0.0400; blocks.6.ln2_post.hook_normalized:0.0383
gemma2,1161,-3,Component Similarities,All,,,blocks.20.hook_resid_post:0.1533; blocks.20.ln2_post.hook_normalized:0.0894; blocks.0.ln1_post.hook_normalized:0.0747; blocks.8.ln2_post.hook_normalized:0.0718; blocks.6.ln1_post.hook_normalized:0.0708; blocks.0.hook_resid_post:-0.0654; blocks.17.ln2_post.hook_normalized:0.0640; blocks.7.ln2_post.hook_normalized:0.0566; blocks.4.ln1_post.hook_normalized:0.0559; blocks.18.ln2_post.hook_normalized:0.0500
gemma2,1200,-1,lars,negative,0.5574711660500375,,blocks.0.ln1_post.hook_normalized:2.5418; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,1200,-1,lars,positive,0.6704844327504607,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:2.3942; blocks.10.ln2_post.hook_normalized:3.0616
gemma2,1200,-2,lars,negative,0.6174561879745442,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.8730; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,1200,-2,lars,positive,0.18474837037680747,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.1524; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.2001; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,1200,-3,lars,negative,0.6161201569572428,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.3808; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.1399; blocks.15.ln2_post.hook_normalized:0.0000
gemma2,1200,-3,lars,positive,0.23385538543836715,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.7648; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,1200,-1,diff,pos-vs-neg,,,blocks.20.hook_resid_post:2.0439; blocks.0.hook_resid_post:0.9683; blocks.11.ln1_post.hook_normalized:0.6366; blocks.3.ln1_post.hook_normalized:0.6047; blocks.7.ln1_post.hook_normalized:0.5975; blocks.13.ln2_post.hook_normalized:-0.5940; blocks.1.ln2_post.hook_normalized:-0.5568; blocks.20.ln2_post.hook_normalized:-0.5543; blocks.16.ln1_post.hook_normalized:0.5485; blocks.0.ln2_post.hook_normalized:-0.4525
gemma2,1200,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:8.4376; blocks.11.ln2_post.hook_normalized:0.6829; blocks.3.ln2_post.hook_normalized:-0.4707; blocks.6.ln2_post.hook_normalized:0.4642; blocks.4.ln1_post.hook_normalized:0.4488; blocks.0.hook_resid_post:-0.4041; blocks.4.ln2_post.hook_normalized:0.3862; blocks.15.ln1_post.hook_normalized:0.3655; blocks.7.ln1_post.hook_normalized:0.3451; blocks.0.ln1_post.hook_normalized:0.3367
gemma2,1200,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:11.4435; blocks.0.ln1_post.hook_normalized:1.0891; blocks.0.hook_resid_post:-1.0035; blocks.11.ln2_post.hook_normalized:0.7683; blocks.4.ln1_post.hook_normalized:0.4604; blocks.19.ln2_post.hook_normalized:0.4254; blocks.20.ln1_post.hook_normalized:0.3973; blocks.6.ln2_post.hook_normalized:0.3226; blocks.17.ln1_post.hook_normalized:0.3221; blocks.15.ln2_post.hook_normalized:0.3141
gemma2,1200,-1,Component Similarities,All,,,blocks.20.ln2_post.hook_normalized:-0.0649; blocks.1.ln2_post.hook_normalized:-0.0630; blocks.3.ln1_post.hook_normalized:0.0630; blocks.16.ln1_post.hook_normalized:0.0557; blocks.0.hook_resid_post:0.0542; blocks.13.ln2_post.hook_normalized:-0.0459; blocks.19.ln1_post.hook_normalized:-0.0427; blocks.4.ln1_post.hook_normalized:0.0374; blocks.7.ln1_post.hook_normalized:0.0374; blocks.11.ln1_post.hook_normalized:0.0371
gemma2,1200,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.0947; blocks.3.ln2_post.hook_normalized:-0.0649; blocks.11.ln2_post.hook_normalized:0.0535; blocks.1.ln2_post.hook_normalized:0.0464; blocks.15.ln1_post.hook_normalized:0.0430; blocks.4.ln1_post.hook_normalized:0.0427; blocks.6.ln2_post.hook_normalized:0.0427; blocks.4.ln2_post.hook_normalized:0.0398; blocks.6.ln1_post.hook_normalized:0.0374; blocks.20.ln1_post.hook_normalized:0.0322
gemma2,1200,-3,Component Similarities,All,,,blocks.20.hook_resid_post:0.1245; blocks.20.ln1_post.hook_normalized:0.0752; blocks.0.ln1_post.hook_normalized:0.0684; blocks.11.ln2_post.hook_normalized:0.0654; blocks.0.hook_resid_post:-0.0598; blocks.19.ln2_post.hook_normalized:0.0537; blocks.4.ln1_post.hook_normalized:0.0481; blocks.6.ln1_post.hook_normalized:0.0388; blocks.17.ln1_post.hook_normalized:0.0381; blocks.20.ln2_post.hook_normalized:0.0354
gemma2,137,-1,lars,negative,0.6167117108366281,,blocks.0.ln1_post.hook_normalized:6.0946; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.3317
gemma2,137,-1,lars,positive,0.5386509949047034,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:1.0558; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,137,-2,lars,negative,0.5926088416453749,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.5646; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,137,-2,lars,positive,0.6080772250059816,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.2876; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,137,-3,lars,negative,0.6458820698576155,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.8524; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,137,-3,lars,positive,0.6429944325595924,,blocks.0.ln1_post.hook_normalized:0.3004; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,137,-1,diff,pos-vs-neg,,,blocks.0.hook_resid_post:0.8785; blocks.9.ln1_post.hook_normalized:-0.7230; blocks.0.ln2_post.hook_normalized:-0.4850; blocks.14.ln2_post.hook_normalized:-0.4520; blocks.19.ln2_post.hook_normalized:0.4387; blocks.13.ln2_post.hook_normalized:-0.4212; blocks.20.ln2_post.hook_normalized:-0.3774; blocks.2.ln1_post.hook_normalized:-0.3604; blocks.7.ln2_post.hook_normalized:0.3311; blocks.10.ln2_post.hook_normalized:-0.3132
gemma2,137,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:7.9342; blocks.11.ln2_post.hook_normalized:0.7146; blocks.0.hook_resid_post:-0.6882; blocks.9.ln1_post.hook_normalized:-0.6222; blocks.0.ln1_post.hook_normalized:0.5690; blocks.7.ln2_post.hook_normalized:0.5026; blocks.4.ln2_post.hook_normalized:0.4814; blocks.19.ln2_post.hook_normalized:0.4598; blocks.6.ln2_post.hook_normalized:0.4227; blocks.1.ln1_post.hook_normalized:-0.4165
gemma2,137,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:12.2218; blocks.0.ln1_post.hook_normalized:1.1922; blocks.20.ln2_post.hook_normalized:0.6880; blocks.9.ln1_post.hook_normalized:-0.6808; blocks.18.ln2_post.hook_normalized:0.5904; blocks.8.ln2_post.hook_normalized:0.5864; blocks.0.hook_resid_post:-0.5831; blocks.19.ln2_post.hook_normalized:0.5780; blocks.7.ln2_post.hook_normalized:0.4793; blocks.17.ln2_post.hook_normalized:0.4716
gemma2,137,-1,Component Similarities,All,,,blocks.19.ln2_post.hook_normalized:0.0471; blocks.0.hook_resid_post:0.0464; blocks.9.ln1_post.hook_normalized:-0.0454; blocks.20.ln2_post.hook_normalized:-0.0432; blocks.3.ln2_post.hook_normalized:-0.0417; blocks.2.ln1_post.hook_normalized:-0.0374; blocks.0.ln2_post.hook_normalized:-0.0364; blocks.14.ln2_post.hook_normalized:-0.0347; blocks.19.ln1_post.hook_normalized:-0.0344; blocks.8.ln1_post.hook_normalized:-0.0327
gemma2,137,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.0933; blocks.19.ln2_post.hook_normalized:0.0574; blocks.3.ln2_post.hook_normalized:-0.0569; blocks.11.ln2_post.hook_normalized:0.0530; blocks.4.ln2_post.hook_normalized:0.0505; blocks.19.ln1_post.hook_normalized:-0.0496; blocks.7.ln2_post.hook_normalized:0.0469; blocks.0.ln1_post.hook_normalized:0.0452; blocks.9.ln1_post.hook_normalized:-0.0405; blocks.6.ln2_post.hook_normalized:0.0378
gemma2,137,-3,Component Similarities,All,,,blocks.20.hook_resid_post:0.1328; blocks.20.ln2_post.hook_normalized:0.0869; blocks.0.ln1_post.hook_normalized:0.0840; blocks.18.ln2_post.hook_normalized:0.0723; blocks.19.ln2_post.hook_normalized:0.0659; blocks.8.ln2_post.hook_normalized:0.0581; blocks.17.ln2_post.hook_normalized:0.0530; blocks.7.ln2_post.hook_normalized:0.0496; blocks.2.ln2_post.hook_normalized:0.0457; blocks.17.ln1_post.hook_normalized:0.0447
gemma2,3949,-1,lars,negative,0.569736404910846,,blocks.0.ln1_post.hook_normalized:3.2700; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-1,lars,positive,0.7316604494501662,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.9966; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:1.2667; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-2,lars,negative,0.6488442313384694,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:1.8427; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-2,lars,positive,0.35412736974834325,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.6481; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-3,lars,negative,0.6378933309114501,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:1.2613; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:1.2290; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-3,lars,positive,0.6956806998027252,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,3949,-1,diff,pos-vs-neg,,,blocks.0.hook_resid_post:1.4466; blocks.20.hook_resid_post:-1.4086; blocks.9.ln1_post.hook_normalized:-0.7396; blocks.13.ln2_post.hook_normalized:-0.6555; blocks.12.ln1_post.hook_normalized:0.5923; blocks.20.ln2_post.hook_normalized:-0.4299; blocks.1.ln1_post.hook_normalized:0.4112; blocks.17.ln1_post.hook_normalized:-0.3959; blocks.14.ln2_post.hook_normalized:-0.3890; blocks.8.ln1_post.hook_normalized:-0.3864
gemma2,3949,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:4.3632; blocks.0.hook_resid_post:-1.6431; blocks.9.ln1_post.hook_normalized:-0.7359; blocks.7.ln2_post.hook_normalized:0.5694; blocks.11.ln2_post.hook_normalized:0.5453; blocks.4.ln2_post.hook_normalized:0.4726; blocks.3.ln2_post.hook_normalized:-0.4717; blocks.8.ln1_post.hook_normalized:-0.4514; blocks.4.ln1_post.hook_normalized:0.4155; blocks.8.ln2_post.hook_normalized:0.4030
gemma2,3949,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:7.4093; blocks.0.hook_resid_post:-1.4187; blocks.0.ln1_post.hook_normalized:1.1202; blocks.9.ln1_post.hook_normalized:-0.6972; blocks.11.ln2_post.hook_normalized:0.6870; blocks.8.ln2_post.hook_normalized:0.6131; blocks.13.ln2_post.hook_normalized:-0.5359; blocks.20.ln2_post.hook_normalized:0.5330; blocks.8.ln1_post.hook_normalized:-0.4916; blocks.10.ln1_post.hook_normalized:-0.4325
gemma2,3949,-1,Component Similarities,All,,,blocks.0.hook_resid_post:0.0781; blocks.20.ln2_post.hook_normalized:-0.0540; blocks.12.ln1_post.hook_normalized:0.0503; blocks.3.ln2_post.hook_normalized:-0.0493; blocks.13.ln2_post.hook_normalized:-0.0493; blocks.17.ln1_post.hook_normalized:-0.0483; blocks.8.ln1_post.hook_normalized:-0.0476; blocks.9.ln1_post.hook_normalized:-0.0471; blocks.19.ln2_post.hook_normalized:0.0447; blocks.10.ln1_post.hook_normalized:-0.0320
gemma2,3949,-2,Component Similarities,All,,,blocks.0.hook_resid_post:-0.0820; blocks.3.ln2_post.hook_normalized:-0.0654; blocks.20.hook_resid_post:0.0583; blocks.8.ln1_post.hook_normalized:-0.0532; blocks.7.ln2_post.hook_normalized:0.0522; blocks.19.ln1_post.hook_normalized:-0.0498; blocks.9.ln1_post.hook_normalized:-0.0491; blocks.4.ln2_post.hook_normalized:0.0483; blocks.4.ln1_post.hook_normalized:0.0454; blocks.11.ln2_post.hook_normalized:0.0437
gemma2,3949,-3,Component Similarities,All,,,blocks.0.hook_resid_post:-0.0850; blocks.20.hook_resid_post:0.0776; blocks.0.ln1_post.hook_normalized:0.0737; blocks.20.ln2_post.hook_normalized:0.0659; blocks.8.ln2_post.hook_normalized:0.0625; blocks.8.ln1_post.hook_normalized:-0.0603; blocks.11.ln2_post.hook_normalized:0.0571; blocks.9.ln1_post.hook_normalized:-0.0483; blocks.13.ln2_post.hook_normalized:-0.0479; blocks.19.ln2_post.hook_normalized:0.0464
gemma2,4086,-1,lars,negative,0.48583778177802284,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.5906; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4086,-1,lars,positive,0.6038738895238147,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:2.4556; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:2.5835; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4086,-2,lars,negative,0.588662915055266,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4086,-2,lars,positive,0.7089847157014497,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:1.2787; blocks.13.ln2_post.hook_normalized:2.3727; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4086,-3,lars,negative,0.4549461562606535,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0164; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
