model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,4086,-1,Component Similarities,All,,,0.residual:0.0864;16.attention:0.0825;20.residual:0.0791;7.attention:0.0664;11.attention:0.0649;17.attention:-0.0630;1.mlp:-0.0601;19.mlp:0.0579;20.mlp:-0.0525;4.attention:0.0500;4.mlp:-0.0474;14.mlp:-0.0464;3.attention:0.0444;1.attention:0.0378;13.attention:0.0339;19.attention:-0.0339;15.attention:0.0298;6.attention:0.0289;5.mlp:0.0261;10.attention:0.0255;6.mlp:-0.0248;0.attention:-0.0216;13.mlp:-0.0216;0.mlp:-0.0204;5.attention:0.0201;10.mlp:-0.0172;9.attention:0.0155;20.attention:0.0140;8.mlp:-0.0135;14.attention:-0.0131;18.attention:0.0123;2.attention:0.0114;11.mlp:0.0105;9.mlp:-0.0099;8.attention:0.0097;12.attention:0.0092;12.mlp:-0.0087;16.mlp:-0.0065;7.mlp:0.0057;15.mlp:-0.0040;17.mlp:0.0035;3.mlp:-0.0035;18.mlp:-0.0022;2.mlp:-0.0007
gemma2,4086,-2,Component Similarities,All,,,20.residual:0.1699;6.attention:0.0703;4.attention:0.0583;0.attention:0.0559;11.mlp:0.0559;16.attention:0.0498;20.attention:0.0498;3.mlp:-0.0469;15.attention:0.0457;1.mlp:0.0439;19.mlp:0.0417;20.mlp:0.0417;6.mlp:0.0400;8.mlp:0.0400;2.mlp:0.0381;0.mlp:0.0334;5.attention:0.0317;7.attention:0.0315;7.mlp:0.0312;11.attention:0.0300;15.mlp:0.0300;0.residual:-0.0270;4.mlp:0.0261;17.attention:0.0244;19.attention:-0.0233;13.attention:0.0217;9.mlp:0.0215;2.attention:0.0178;14.mlp:-0.0132;16.mlp:0.0129;5.mlp:0.0110;1.attention:0.0110;14.attention:-0.0107;13.mlp:0.0096;18.mlp:0.0093;3.attention:0.0090;18.attention:0.0088;8.attention:0.0085;9.attention:-0.0052;10.mlp:-0.0040;17.mlp:0.0027;12.mlp:0.0023;10.attention:0.0014;12.attention:0.0013
gemma2,4086,-3,Component Similarities,All,,,20.residual:0.2041;0.attention:0.0933;20.attention:0.0723;4.attention:0.0669;18.mlp:0.0593;8.mlp:0.0566;16.attention:0.0554;20.mlp:0.0488;3.attention:0.0474;11.mlp:0.0474;6.attention:0.0444;6.mlp:0.0442;19.mlp:0.0422;15.attention:0.0405;17.mlp:0.0386;5.attention:0.0381;0.residual:-0.0374;11.attention:0.0374;15.mlp:0.0364;1.mlp:-0.0356;5.mlp:0.0315;1.attention:0.0299;7.attention:0.0293;17.attention:0.0237;18.attention:0.0236;2.attention:0.0201;3.mlp:0.0199;7.mlp:0.0197;9.mlp:0.0190;16.mlp:0.0181;19.attention:-0.0166;10.attention:0.0142;2.mlp:0.0139;13.attention:0.0131;14.mlp:-0.0125;12.mlp:0.0093;10.mlp:0.0085;9.attention:0.0079;4.mlp:0.0074;8.attention:0.0060;12.attention:0.0057;0.mlp:0.0042;13.mlp:0.0005;14.attention:-0.0001
gemma2,4287,-1,Component Similarities,All,,,0.residual:0.1719;1.mlp:-0.0845;3.mlp:-0.0732;19.attention:-0.0583;0.mlp:-0.0522;15.attention:0.0430;8.mlp:-0.0417;13.mlp:-0.0386;20.mlp:-0.0378;7.attention:0.0339;4.attention:0.0320;11.attention:0.0317;0.attention:-0.0294;4.mlp:-0.0293;13.attention:0.0289;14.attention:-0.0244;18.mlp:-0.0236;17.attention:-0.0205;3.attention:0.0198;14.mlp:-0.0198;10.attention:0.0187;17.mlp:-0.0184;9.mlp:-0.0179;5.mlp:-0.0176;18.attention:-0.0132;9.attention:0.0117;2.attention:-0.0115;2.mlp:0.0104;16.attention:0.0099;6.mlp:0.0093;7.mlp:-0.0089;6.attention:0.0081;11.mlp:0.0075;19.mlp:-0.0075;1.attention:0.0064;12.mlp:0.0064;5.attention:-0.0063;12.attention:0.0057;16.mlp:-0.0045;20.residual:-0.0030;15.mlp:0.0019;20.attention:-0.0019;10.mlp:0.0009;8.attention:0.0003
gemma2,4287,-2,Component Similarities,All,,,0.residual:-0.1069;1.mlp:0.0713;3.mlp:-0.0703;19.attention:-0.0625;0.mlp:0.0444;15.attention:0.0410;8.mlp:-0.0405;13.mlp:-0.0337;7.attention:0.0334;7.mlp:0.0251;11.attention:0.0251;15.mlp:0.0251;17.mlp:0.0240;20.attention:0.0228;2.mlp:0.0219;10.mlp:-0.0214;17.attention:0.0210;11.mlp:0.0208;3.attention:0.0199;20.mlp:0.0190;6.mlp:-0.0187;9.attention:0.0179;1.attention:-0.0176;4.attention:0.0166;14.attention:-0.0145;14.mlp:-0.0121;5.attention:0.0120;10.attention:0.0115;19.mlp:0.0115;18.attention:0.0098;5.mlp:-0.0090;0.attention:0.0089;12.attention:0.0058;12.mlp:0.0057;16.attention:-0.0053;4.mlp:0.0049;20.residual:-0.0048;9.mlp:0.0045;8.attention:-0.0020;6.attention:0.0017;18.mlp:-0.0007;13.attention:0.0005;16.mlp:-0.0002;2.attention:0.0001
gemma2,4287,-3,Component Similarities,All,,,0.residual:-0.1416;13.mlp:-0.0649;0.attention:0.0601;20.residual:-0.0576;19.attention:-0.0571;3.mlp:-0.0430;8.mlp:-0.0425;20.attention:0.0398;12.mlp:-0.0352;3.attention:0.0330;6.mlp:-0.0312;7.attention:0.0304;16.mlp:-0.0289;4.mlp:-0.0286;14.mlp:-0.0264;19.mlp:-0.0260;10.mlp:-0.0251;0.mlp:0.0234;17.mlp:0.0228;9.attention:0.0203;17.attention:0.0203;14.attention:-0.0195;2.attention:0.0189;20.mlp:0.0177;9.mlp:-0.0172;11.attention:0.0132;6.attention:0.0130;10.attention:0.0124;11.mlp:0.0114;5.mlp:-0.0110;5.attention:0.0108;12.attention:-0.0092;15.attention:0.0089;18.mlp:0.0079;1.mlp:-0.0068;13.attention:0.0060;16.attention:0.0057;15.mlp:0.0056;8.attention:0.0053;7.mlp:0.0050;2.mlp:-0.0041;4.attention:0.0026;18.attention:0.0023;1.attention:0.0020
gemma2,5548,-1,Component Similarities,All,,,0.residual:0.1133;19.attention:-0.0703;20.mlp:-0.0688;1.mlp:-0.0518;16.attention:0.0500;11.attention:0.0488;13.mlp:-0.0398;17.attention:-0.0337;18.mlp:-0.0315;3.mlp:-0.0273;19.mlp:0.0272;16.mlp:-0.0265;14.mlp:-0.0251;13.attention:0.0238;7.attention:0.0237;0.mlp:-0.0222;4.mlp:-0.0212;18.attention:0.0210;3.attention:0.0183;20.residual:-0.0183;10.mlp:-0.0182;8.attention:-0.0170;17.mlp:-0.0164;20.attention:-0.0141;2.attention:-0.0137;12.attention:0.0123;15.attention:0.0121;15.mlp:-0.0121;4.attention:0.0114;9.attention:-0.0112;12.mlp:0.0103;7.mlp:-0.0101;0.attention:-0.0099;5.mlp:0.0094;14.attention:-0.0091;1.attention:0.0087;11.mlp:-0.0087;6.attention:0.0080;9.mlp:-0.0079;6.mlp:0.0076;8.mlp:0.0059;2.mlp:0.0044;5.attention:0.0023;10.attention:0.0009
gemma2,5548,-2,Component Similarities,All,,,20.residual:0.0830;3.mlp:-0.0588;19.attention:-0.0557;0.mlp:0.0547;0.attention:0.0515;11.mlp:0.0474;0.residual:-0.0469;4.mlp:0.0457;20.mlp:0.0437;1.mlp:0.0430;6.mlp:0.0417;17.attention:0.0408;8.mlp:0.0364;9.mlp:0.0337;15.mlp:0.0299;4.attention:0.0298;7.mlp:0.0276;19.mlp:0.0276;14.mlp:0.0240;1.attention:-0.0238;8.attention:-0.0238;10.mlp:-0.0232;6.attention:0.0228;14.attention:-0.0227;16.attention:0.0223;17.mlp:0.0219;11.attention:0.0209;9.attention:-0.0172;2.mlp:0.0161;13.mlp:-0.0129;7.attention:0.0127;20.attention:0.0126;3.attention:0.0101;18.mlp:0.0101;12.mlp:0.0093;10.attention:-0.0092;2.attention:0.0068;18.attention:0.0049;13.attention:0.0037;16.mlp:0.0037;12.attention:0.0036;5.mlp:-0.0023;5.attention:0.0010;15.attention:0.0000
gemma2,5548,-3,Component Similarities,All,,,0.residual:-0.1055;0.attention:0.0830;20.residual:0.0742;20.mlp:0.0620;17.attention:0.0481;13.mlp:-0.0471;20.attention:0.0454;11.mlp:0.0447;8.mlp:0.0422;17.mlp:0.0415;18.mlp:0.0400;8.attention:-0.0386;6.mlp:0.0352;6.attention:0.0282;3.attention:0.0275;15.mlp:0.0260;10.mlp:-0.0253;1.mlp:0.0251;7.mlp:0.0225;4.mlp:0.0173;19.mlp:0.0171;19.attention:-0.0168;9.attention:-0.0166;12.mlp:-0.0164;16.mlp:-0.0157;9.mlp:0.0142;14.mlp:0.0112;4.attention:0.0108;14.attention:-0.0107;18.attention:0.0099;12.attention:-0.0087;2.attention:0.0085;16.attention:0.0085;7.attention:0.0077;11.attention:0.0077;1.attention:-0.0072;10.attention:-0.0070;0.mlp:0.0067;2.mlp:0.0064;15.attention:0.0060;5.mlp:0.0036;13.attention:-0.0035;3.mlp:0.0019;5.attention:0.0000
gemma2,6832,-1,Component Similarities,All,,,20.mlp:-0.0586;0.residual:0.0566;0.mlp:-0.0518;20.residual:0.0427;9.attention:-0.0410;6.attention:0.0398;17.attention:-0.0381;19.mlp:0.0378;13.attention:-0.0332;8.mlp:0.0315;1.mlp:-0.0303;4.attention:0.0255;10.attention:-0.0250;10.mlp:-0.0245;2.mlp:0.0223;5.mlp:0.0209;12.mlp:0.0206;15.mlp:0.0205;4.mlp:-0.0201;11.attention:0.0200;19.attention:-0.0190;8.attention:-0.0186;12.attention:0.0171;16.attention:0.0166;15.attention:-0.0154;16.mlp:0.0136;3.mlp:-0.0131;11.mlp:0.0128;18.attention:0.0119;5.attention:0.0113;9.mlp:0.0081;3.attention:0.0071;1.attention:0.0070;2.attention:0.0064;7.attention:0.0058;13.mlp:-0.0055;17.mlp:-0.0049;0.attention:0.0043;14.attention:0.0025;20.attention:0.0023;6.mlp:-0.0016;18.mlp:0.0016;7.mlp:0.0009;14.mlp:0.0004
gemma2,6832,-2,Component Similarities,All,,,20.residual:0.1138;3.mlp:-0.0723;8.mlp:0.0664;0.residual:-0.0613;11.mlp:0.0598;19.mlp:0.0574;20.mlp:0.0547;1.mlp:0.0496;9.attention:-0.0496;0.attention:0.0457;13.attention:-0.0447;6.attention:0.0437;4.mlp:0.0413;4.attention:0.0400;15.mlp:0.0398;16.mlp:0.0391;10.attention:-0.0381;18.attention:-0.0374;10.mlp:-0.0349;14.mlp:0.0339;13.mlp:0.0322;6.mlp:0.0303;3.attention:-0.0260;12.mlp:0.0260;2.mlp:0.0258;19.attention:-0.0245;15.attention:-0.0232;17.attention:0.0231;9.mlp:0.0223;17.mlp:0.0220;8.attention:-0.0211;16.attention:-0.0206;5.mlp:0.0198;20.attention:0.0188;1.attention:-0.0184;14.attention:-0.0154;7.attention:-0.0142;0.mlp:0.0125;11.attention:-0.0118;7.mlp:0.0087;5.attention:0.0063;2.attention:0.0062;12.attention:0.0014;18.mlp:-0.0004
gemma2,6832,-3,Component Similarities,All,,,20.residual:0.1807;20.mlp:0.0796;0.attention:0.0786;8.mlp:0.0752;19.mlp:0.0679;17.mlp:0.0664;18.mlp:0.0630;9.mlp:0.0586;6.attention:0.0535;11.mlp:0.0535;15.mlp:0.0491;9.attention:-0.0471;14.mlp:0.0432;17.attention:0.0430;4.attention:0.0425;3.mlp:0.0386;6.mlp:0.0371;5.mlp:0.0364;8.attention:-0.0364;13.attention:-0.0361;7.mlp:0.0315;20.attention:0.0300;3.attention:0.0295;16.mlp:0.0289;2.mlp:0.0284;10.attention:-0.0255;16.attention:-0.0217;0.mlp:0.0184;10.mlp:-0.0178;7.attention:-0.0177;18.attention:-0.0154;11.attention:-0.0153;0.residual:-0.0118;12.mlp:0.0099;1.attention:0.0092;1.mlp:-0.0087;19.attention:0.0085;4.mlp:-0.0082;12.attention:-0.0059;2.attention:-0.0057;13.mlp:-0.0031;5.attention:0.0008;15.attention:0.0007;14.attention:0.0006
gemma2,695,-1,Component Similarities,All,,,20.mlp:-0.0825;0.residual:0.0703;8.attention:-0.0466;20.residual:-0.0457;0.mlp:-0.0439;13.attention:-0.0417;13.mlp:-0.0391;19.attention:-0.0376;1.mlp:-0.0317;18.mlp:-0.0312;4.attention:0.0306;10.attention:-0.0299;16.attention:0.0292;4.mlp:-0.0289;19.mlp:0.0260;15.attention:0.0249;18.attention:0.0228;9.mlp:-0.0216;17.attention:-0.0215;5.mlp:0.0214;6.attention:0.0214;0.attention:-0.0199;1.attention:0.0182;12.attention:0.0175;7.attention:0.0164;9.attention:-0.0162;12.mlp:-0.0161;20.attention:-0.0161;16.mlp:-0.0150;8.mlp:0.0146;3.mlp:-0.0144;11.attention:0.0142;14.mlp:-0.0137;6.mlp:-0.0103;7.mlp:0.0096;17.mlp:-0.0092;10.mlp:-0.0079;11.mlp:0.0075;2.attention:-0.0060;3.attention:0.0057;15.mlp:-0.0017;14.attention:-0.0016;5.attention:0.0015;2.mlp:-0.0011
gemma2,695,-2,Component Similarities,All,,,3.mlp:-0.0718;0.residual:-0.0698;13.attention:-0.0605;11.mlp:0.0579;0.attention:0.0527;10.mlp:-0.0471;18.attention:-0.0430;8.mlp:0.0398;9.attention:-0.0347;7.mlp:0.0339;19.attention:-0.0332;4.attention:0.0325;4.mlp:0.0317;10.attention:-0.0312;6.attention:0.0273;8.attention:-0.0269;15.attention:-0.0215;20.mlp:0.0214;5.mlp:0.0193;7.attention:-0.0179;6.mlp:0.0177;2.mlp:0.0171;1.mlp:0.0153;9.mlp:-0.0150;17.attention:0.0142;3.attention:-0.0140;19.mlp:0.0123;14.mlp:0.0115;12.attention:-0.0113;16.attention:-0.0112;20.attention:-0.0109;16.mlp:0.0107;13.mlp:-0.0107;0.mlp:0.0105;15.mlp:0.0101;18.mlp:-0.0098;12.mlp:-0.0082;20.residual:0.0080;17.mlp:-0.0079;5.attention:-0.0069;11.attention:-0.0066;14.attention:-0.0035;1.attention:-0.0025;2.attention:-0.0006
gemma2,695,-3,Component Similarities,All,,,0.attention:0.0791;0.residual:-0.0649;8.mlp:0.0557;11.mlp:0.0518;7.mlp:0.0515;20.residual:0.0464;8.attention:-0.0442;19.mlp:0.0439;13.attention:-0.0437;17.attention:0.0376;17.mlp:0.0376;4.attention:0.0356;12.attention:-0.0352;13.mlp:-0.0347;10.attention:-0.0332;9.attention:-0.0325;6.mlp:0.0311;1.mlp:-0.0300;18.attention:-0.0300;6.attention:0.0281;10.mlp:-0.0281;15.attention:-0.0266;14.mlp:0.0262;1.attention:0.0245;19.attention:-0.0223;15.mlp:0.0221;12.mlp:-0.0211;20.mlp:0.0206;0.mlp:0.0201;4.mlp:0.0182;7.attention:-0.0171;11.attention:-0.0162;16.attention:-0.0161;5.mlp:0.0101;3.mlp:-0.0097;2.attention:-0.0076;5.attention:-0.0076;9.mlp:-0.0075;18.mlp:0.0073;2.mlp:-0.0072;16.mlp:-0.0070;20.attention:0.0059;14.attention:-0.0027;3.attention:0.0010
